player_api_id,overall_rating
461357,71
461357,70
461357,70
41269,77
41269,77
41269,77
282706,68
282706,68
602306,62
602306,63
362195,76
362195,76
362195,75
42482,71
24469,68
24469,68
24469,68
24469,68
24469,68
213500,72
213500,72
213500,72
213500,72
447488,67
447488,67
447488,65
447488,64
430433,59
430433,59
604785,69
604785,67
604785,64
604785,62
604785,60
604785,59
282274,71
205034,74
205034,74
155122,62
155122,62
39566,72
196386,78
49709,72
49709,72
49709,72
49709,72
49709,72
157865,82
157865,82
157865,82
262753,64
262753,64
478988,71
478988,71
23678,78
23678,78
23678,78
428672,76
428672,77
428672,77
428672,77
428672,77
41975,64
150396,76
150396,75
163838,74
163838,74
163838,71
26564,79
26564,79
186923,65
186923,65
27306,73
118434,74
118434,75
118434,75
118434,75
118434,75
118434,75
317565,63
317565,64
407765,60
128106,78
147735,73
147735,73
147735,73
31672,72
31672,72
31672,74
31672,74
438780,69
438780,67
438780,67
190525,66
459000,65
459000,64
34420,72
34420,73
34420,73
40295,62
27478,78
27478,78
27478,78
192504,68
192504,68
192504,68
169569,72
169569,72
181333,70
181333,70
181333,71
181333,71
203755,74
203755,74
203755,74
203755,73
248437,69
248437,69
248437,68
440330,65
440330,65
40100,75
40100,73
40100,73
40100,73
3517,77
3517,76
750584,58
155075,64
24122,68
265727,68
265727,68
265727,68
265727,71
33840,70
169193,83
169193,83
169193,83
169193,83
210387,69
210387,68
560900,66
560900,66
46554,80
46554,80
571296,69
571296,69
571296,69
571296,67
277443,66
687572,57
687572,58
605848,68
605848,67
571681,57
571681,55
571681,55
281019,72
281019,72
50047,86
50047,86
50047,86
50047,86
26275,70
37479,75
37479,75
303089,71
280510,66
317156,73
317156,72
317156,72
317156,72
317156,71
317156,71
317156,71
129918,75
129918,75
129918,75
129918,75
111801,77
111801,77
111801,77
213649,66
213649,66
213649,66
213649,66
213649,66
256727,77
476771,72
476771,72
476771,72
476771,72
476771,72
476771,72
476771,72
476771,72
190741,70
190741,70
190741,70
420224,75
420224,76
209371,67
261332,65
261332,64
167285,66
167285,66
167285,66
466890,71
190493,65
190493,64
169752,67
169752,67
169752,67
32496,74
466482,66
188652,80
188652,80
188652,79
676625,63
676625,63
676625,63
676625,62
676625,62
676625,62
25816,72
25816,72
174093,70
174093,70
174093,70
634113,56
254455,67
254455,69
254455,70
210164,80
210164,79
210164,78
210164,78
264743,64
264743,64
264743,64
264743,64
46211,68
46211,68
37442,76
37442,78
114044,78
114044,78
114044,78
141662,69
183327,68
257855,76
257855,76
57067,73
57067,73
57067,73
57067,74
523390,72
213501,80
213501,80
213501,80
213501,80
213501,80
213501,81
75310,81
100033,74
100033,74
33586,71
41564,70
41564,71
282467,71
213489,75
213489,75
93484,73
93484,74
681965,63
681965,63
668307,72
668307,72
668307,72
668307,71
668307,70
668307,69
170316,67
38827,73
38827,74
244840,67
244840,67
668820,72
668820,72
384142,65
384142,65
309505,76
309505,75
309505,75
309505,75
309505,75
309505,74
108525,69
127224,71
127224,71
127224,70
127224,70
127224,70
127224,70
287333,69
287333,69
287333,69
287333,69
287333,69
614454,61
118359,66
118359,65
449492,73
164676,81
164676,81
164676,81
150323,81
127209,72
127209,72
127209,72
127209,72
127209,72
127209,72
70074,72
70074,72
70074,72
26818,77
26818,77
26818,77
26818,77
26818,77
26818,77
265799,66
265799,66
268039,68
268039,70
268039,72
570360,69
570360,69
470305,72
127888,71
450011,75
450011,75
450011,76
450011,76
450011,76
145561,76
40961,73
40961,73
201811,72
201811,72
201811,72
201811,72
201811,72
33025,76
33025,78
167491,64
167491,64
167491,64
167491,64
167491,64
167491,64
167491,64
150268,76
150268,76
150268,76
150268,76
150268,75
164333,80
164333,80
612863,57
95955,79
95955,79
95955,79
292772,71
292772,71
687288,65
246414,79
246414,79
246414,79
40956,73
209503,74
209503,74
209503,75
361770,80
361770,80
361770,80
605507,70
42352,71
42352,71
98382,65
98382,65
154265,73
154265,73
245423,66
245423,66
96968,76
251244,71
251244,71
251244,71
164238,69
178812,79
178812,79
178812,79
388523,70
388523,70
388523,70
281205,71
281205,71
150082,69
265918,70
38098,81
30902,85
30902,85
30902,85
30902,85
30902,85
30902,85
30902,84
309726,75
309726,74
309726,74
309726,74
309726,73
309726,72
309726,72
309726,72
309726,72
154239,76
154239,76
154239,77
154239,77
154239,77
27664,68
150393,70
39643,70
39643,71
39170,80
506364,67
506364,66
506364,66
506364,64
41865,74
41865,74
41404,72
41404,72
41369,70
41369,71
41369,71
24443,71
41879,73
150746,60
150746,60
30731,81
30731,82
57124,75
57124,75
57124,76
57124,76
25526,77
25526,77
25526,77
130113,64
130113,64
130113,64
130113,64
41878,68
41878,68
39841,75
449232,72
449232,72
449232,71
449232,71
449232,70
30424,79
30424,79
30424,79
36617,71
36617,71
42873,75
40495,73
40495,72
45435,64
192712,67
195724,78
195724,78
184360,71
173461,74
173461,74
173461,74
173461,73
173461,73
31045,81
31045,81
31045,81
172948,77
74744,65
32419,64
23528,69
23528,69
23528,69
23528,69
23528,69
23528,69
23007,67
23007,67
32593,68
32593,67
32593,67
32593,67
23866,67
23866,68
23866,68
160936,61
160936,61
160936,61
160936,61
160936,61
160936,61
17866,70
17866,70
357880,73
357880,73
68400,67
68400,67
68400,67
68400,67
68400,67
68400,67
68400,67
24161,67
24161,67
24161,67
24161,67
308236,69
3520,75
570463,70
10637,69
166422,75
166422,75
275760,59
275760,59
275760,59
47382,77
47382,77
47382,77
47382,78
183530,75
504613,65
103419,70
103419,70
103419,70
198453,74
198453,74
198453,73
198453,73
148314,72
148314,73
47193,65
47193,67
47193,67
432950,77
432950,77
432950,77
46509,86
105925,70
105925,70
89185,76
280485,74
49543,79
49543,78
49543,78
49543,79
27702,71
27702,71
163901,70
442735,68
442735,68
442735,68
27155,74
243509,70
265725,69
265725,69
265725,69
265725,69
265725,69
265725,69
265725,69
170660,66
170660,66
170660,66
170660,66
177683,67
177683,67
177683,67
280862,62
280862,62
280862,62
202562,73
202562,73
202562,73
202562,73
215419,70
215419,70
215419,70
215419,70
118850,65
167035,82
167035,81
413557,78
413557,78
413557,80
413557,79
413557,79
413557,79
413557,79
413557,79
413557,79
413557,79
71605,78
71605,78
71605,78
148331,65
148331,65
40659,76
40659,76
40659,76
40659,76
40659,76
40659,77
47194,71
47194,72
47194,72
564859,66
564859,66
564859,64
38614,69
196366,76
196366,76
38368,70
38368,70
188506,69
188506,69
188506,69
188506,69
188506,69
46892,72
656668,54
424918,70
424918,70
46653,71
184138,84
184138,84
184138,84
184138,84
184138,84
717270,61
717270,61
8893,61
441302,64
441302,64
16678,70
16678,71
16678,70
115253,63
115253,63
115253,63
115253,63
186948,64
150731,76
39738,66
39738,66
35324,75
11685,81
11685,81
11685,81
11685,81
11685,82
11685,83
11685,83
11685,83
32748,79
32748,79
32748,79
299374,72
299374,72
299374,72
299374,72
299374,72
299374,73
27734,77
27734,77
27734,77
27734,78
212772,65
41542,72
41542,72
41542,72
202553,73
182839,68
182839,68
298941,68
35644,78
39367,72
39367,73
39367,74
39367,74
39367,74
276738,76
276738,76
276738,76
276738,76
79737,77
79737,76
474448,75
474448,75
474448,75
474448,75
474448,75
35327,75
35327,75
35327,78
361760,69
74291,65
74291,68
74291,68
74291,68
496045,67
496045,68
496045,68
496045,68
496045,68
132111,58
562267,76
186975,70
70255,70
70255,70
209362,75
209362,75
209362,75
209362,75
209362,75
520659,69
520659,69
520659,69
520659,69
182776,70
182776,70
39792,83
39792,83
40451,78
40451,78
112656,68
112656,68
149584,70
149584,70
421441,60
421441,60
33028,82
33028,82
607148,72
607148,71
607148,70
30834,89
39070,69
39070,68
39070,68
39070,68
277460,77
277460,77
197560,63
197560,63
197560,62
263796,68
263796,68
263796,66
301023,74
301023,73
254704,64
254704,64
254704,62
448851,52
448851,52
107502,70
314966,62
314966,62
179411,65
37104,66
37104,66
37104,66
37104,66
37104,66
560413,58
560413,58
560413,57
103964,70
103964,70
26458,72
26458,72
26324,72
522765,70
110137,65
110137,66
110137,66
172388,74
172388,74
30922,77
30922,77
107717,73
107717,73
206669,58
206669,58
206669,58
38842,77
418137,74
173983,63
173983,63
173983,64
79982,72
168727,74
168727,74
168727,74
168727,74
168727,73
69611,72
46365,60
178424,61
178424,61
178424,61
69008,73
11743,70
11743,70
11743,70
19344,73
69686,68
69686,68
69686,68
69686,69
69686,69
69686,69
49939,85
49939,85
49939,85
80262,68
80262,68
107280,71
107280,71
38834,72
23354,79
171094,67
205278,79
595586,69
595586,69
595586,69
612212,64
612212,63
612212,63
612212,63
168744,70
168744,70
168744,70
168744,69
168744,69
168744,69
200964,67
200964,67
200964,67
70959,67
70959,68
26785,78
26785,78
184591,69
184591,69
72813,76
72813,76
72623,79
185699,62
56916,80
56916,80
56916,80
56916,80
56916,80
46228,69
27524,68
27524,69
352888,69
352888,69
39591,81
277821,72
277821,72
277821,72
173466,66
173466,63
479020,73
479020,73
119427,75
119427,75
119427,75
185386,66
185386,66
313825,67
313825,67
313825,67
313825,67
313825,67
115798,72
115798,75
601783,60
26111,80
26111,80
26344,77
150064,76
150064,76
30691,69
30691,71
30691,72
93488,73
46417,75
106013,74
72374,78
72374,78
488958,77
488958,77
488958,77
488958,77
488958,77
317932,66
317932,66
26109,69
496646,64
161415,71
161415,71
161415,71
161415,71
161415,71
161415,71
142282,70
32455,64
32455,64
32455,64
37889,66
680011,63
680011,62
680011,63
614453,70
614453,70
614453,69
614453,68
586678,65
586678,63
25551,70
68786,65
68786,65
68786,66
68786,66
450742,71
69374,64
206830,65
463843,59
198099,70
579206,56
579206,56
433675,69
433675,69
433675,65
433675,64
206662,62
206662,61
182075,62
182075,62
182075,62
275573,62
275739,65
275739,63
275739,63
104045,79
467480,67
27168,60
27168,61
155534,75
155534,75
30872,85
30872,86
306913,77
306913,77
306913,77
306913,77
210065,72
24399,63
155936,67
276121,76
276121,76
696404,53
696404,53
240538,73
240538,73
240538,72
209413,72
40651,70
40651,70
22991,71
22991,72
45749,80
643982,63
643982,63
643982,63
643982,62
643982,62
643982,62
68253,83
68253,83
246571,69
246571,69
435683,63
163160,68
163160,68
659463,63
659463,63
659463,63
659463,61
659463,61
232253,73
232253,73
232253,73
289248,71
289248,71
148830,72
148830,73
148830,72
148830,71
148830,71
148830,71
277390,64
89475,73
89475,73
210404,73
42706,69
42706,69
681383,58
681383,58
681383,58
681383,58
681383,58
145536,74
145536,73
145536,73
210146,73
210146,72
36518,70
36518,70
27484,64
27484,64
27484,64
394472,62
394472,62
210114,77
210114,76
210114,76
181619,68
181619,68
42258,62
280965,74
280965,74
280965,74
280965,75
280965,75
280965,75
104406,70
131995,77
26420,73
26420,73
644002,62
644002,62
644002,62
243482,69
243482,69
243482,68
72259,69
72259,69
40006,75
40006,75
26112,73
39993,70
39993,70
39993,69
157375,72
157375,71
157375,71
157375,70
107132,71
107132,71
107132,70
260964,62
260964,62
66583,67
66583,68
529285,74
39842,68
39842,67
303059,74
155052,66
155052,66
155052,66
503629,72
22964,71
179901,73
179901,73
179901,73
179901,73
179901,72
107408,62
107408,63
450493,69
450493,69
348408,72
294252,64
294252,64
294252,63
294252,64
294252,64
40274,71
40274,71
40274,71
40274,71
40274,69
291620,65
291620,64
25015,68
25015,67
25015,67
25015,68
294254,75
294254,74
393272,63
393272,63
47553,64
47553,65
30940,72
30940,72
197910,73
197910,73
197910,73
197910,73
197910,73
197910,72
197910,72
23021,72
174526,67
174526,67
174526,65
24741,71
58499,75
58499,75
96643,80
96643,81
96643,81
96643,81
46030,72
465730,68
465730,68
435684,59
200917,74
200917,72
242151,75
38431,72
175305,71
213823,69
213823,69
213823,69
213823,69
410424,67
635772,66
635772,64
38433,82
38433,82
38433,82
38433,82
40601,73
40601,73
40601,73
40601,73
40601,74
30934,68
30934,69
30934,70
154433,66
154433,66
154433,66
288622,69
288622,69
288622,70
25519,74
25519,74
25519,75
278341,69
69650,76
69650,76
515338,60
515338,60
515338,59
24583,72
24583,72
24583,72
24583,72
35442,70
35442,68
281110,67
37215,71
505059,67
505059,67
40197,69
40197,69
40197,69
258245,70
31306,80
31306,80
31306,80
432217,64
432217,64
12454,68
95615,69
95615,69
208929,74
208929,74
208929,74
208929,74
208929,74
26777,72
527103,76
527103,76
527103,76
200871,69
200871,69
200871,70
316688,66
316688,66
535800,65
535800,64
93041,75
67228,66
95793,62
80678,68
80678,68
210691,76
210691,76
210691,76
11796,64
11796,62
11796,62
115160,75
25920,78
25920,78
375782,64
375782,64
172888,76
172888,76
172888,76
172888,76
172888,76
172888,76
172888,76
41083,75
422685,75
422685,75
422685,75
361763,72
361763,72
361763,72
361763,73
361763,73
346111,66
346111,66
268273,74
268273,74
268273,74
268273,72
93471,68
93471,69
638778,71
638778,70
638778,69
252283,68
252283,68
212511,78
212511,78
395510,67
395510,67
395510,67
164363,64
164334,74
164334,74
164334,72
211780,71
406330,65
406330,65
406330,65
267911,80
267911,80
267911,80
267911,80
267911,80
267911,80
267911,80
424875,67
424875,64
424875,63
424875,63
74403,71
74403,71
74403,70
74403,70
575118,64
42479,81
42479,81
42479,81
193937,74
193937,74
26408,68
299799,72
299799,72
299799,72
299799,72
202633,73
202633,73
202633,73
202633,73
202633,73
202633,73
659493,64
659493,64
659493,64
147594,72
193859,71
193859,71
481694,66
481694,66
206679,74
206679,74
206679,74
128298,67
38229,78
38229,78
38229,78
179208,65
179208,65
179208,67
303179,70
303179,70
303179,70
452243,70
452243,70
361768,72
361768,72
361768,71
361768,70
361768,70
150922,73
150922,72
150922,72
642604,62
195283,65
195283,65
195283,63
195283,63
195283,63
111060,67
111060,67
111060,67
111060,66
172841,73
211849,64
211849,64
355739,67
166423,62
166423,62
166423,62
425255,72
425255,72
620128,53
693138,67
693138,62
562593,60
562593,60
562593,60
562593,60
31953,73
31953,74
31953,75
31953,75
31953,75
448810,55
448810,55
315888,63
292769,69
292769,69
37480,74
23371,63
214685,72
214685,72
214685,72
214685,73
40721,71
40721,71
23697,61
23697,61
358289,74
358289,75
358289,75
213694,71
213694,71
95230,70
95230,70
95230,68
38887,69
38887,69
38887,69
166648,82
166648,82
166648,82
166648,82
166648,82
166648,82
195717,74
195717,74
195717,74
195717,74
49940,74
49940,74
49940,74
49940,74
574654,69
174062,74
174062,74
174062,74
174062,76
570976,59
570976,59
317822,70
317822,70
317822,70
317822,70
25563,79
25563,79
112848,68
74721,70
493196,75
493196,75
37548,76
18923,67
566408,61
566408,58
34479,70
34479,70
34479,70
56972,76
569171,66
569171,66
38817,85
38817,85
38817,85
38817,86
75342,81
75342,81
75342,81
34543,70
562725,59
562725,59
562725,59
248154,68
208494,79
208494,77
19515,74
19515,74
46531,71
32675,76
32675,76
312561,60
201939,80
201939,80
201939,79
201939,79
201939,79
201939,79
201939,78
41194,70
41194,71
451982,59
154276,68
473858,69
726956,54
726956,54
726956,54
27512,72
71603,66
71603,67
71603,67
71603,69
160627,77
160627,77
160627,77
26287,67
26287,64
187279,69
187279,68
187279,71
659779,53
659779,52
659779,52
51953,77
51953,77
51953,77
159465,73
159465,74
72541,82
30472,67
30472,71
30472,72
33828,76
450293,67
39419,75
39419,75
39419,75
39419,75
30613,86
30613,86
30613,87
78314,71
92375,72
248169,67
33100,66
209439,69
209439,69
50638,78
93470,63
93470,64
78185,77
78185,77
78185,77
78185,77
78185,76
40570,67
40570,67
40570,67
40570,67
29581,73
743720,50
743720,50
743720,50
481106,62
720738,55
720738,55
213653,76
39109,75
187266,77
47333,68
289137,69
289137,69
480213,58
480213,58
480213,58
112119,72
722766,71
722766,71
722766,71
722766,70
722766,69
722766,68
722766,66
722766,66
722766,63
722766,61
520299,61
520299,61
520299,61
520299,61
40707,77
40707,77
279449,67
279449,66
426612,76
426612,74
148302,76
148302,76
148302,75
120737,70
120737,70
120737,70
120737,70
666954,70
666954,70
666954,68
666954,66
666954,66
666954,64
36133,67
43247,71
43247,71
43247,71
43247,71
113772,69
113772,69
23257,68
23257,68
38856,68
38856,69
38067,70
38067,71
38067,71
38067,71
38067,71
110947,63
110947,64
110947,65
110947,64
110947,64
110947,65
110947,65
110947,66
40137,61
34421,61
265363,72
265363,72
265363,73
94313,67
94313,66
47555,72
243248,69
21849,69
21849,69
17528,62
17528,62
23728,60
21914,63
21914,63
165823,83
165823,83
165823,82
165823,82
45496,68
34530,75
34530,76
34530,76
242887,76
242887,76
242887,76
242887,76
242887,76
242887,76
111068,69
148315,80
67890,70
67890,70
178804,75
178804,75
178804,75
178804,75
178804,74
157723,83
18664,67
43061,76
43061,75
43061,74
43061,73
43061,73
43061,73
27324,78
40290,69
355358,72
355358,72
355358,72
149219,75
149219,75
149219,75
149219,75
149219,74
149219,73
39535,75
39535,75
39535,75
448805,72
448805,72
448805,71
41727,67
688295,65
688295,64
688295,62
688295,61
688295,60
688295,58
688295,58
688295,56
688295,56
288349,71
288349,71
288349,71
288349,70
92252,68
92252,68
92252,67
25483,74
25483,74
25483,75
97727,68
97727,68
39541,66
39541,67
27774,77
27774,77
27774,77
281847,62
281847,62
281847,62
281847,62
185342,67
185342,67
185342,67
29543,69
29543,67
269788,78
269788,78
269788,78
269788,78
180126,74
180126,74
32581,74
40730,78
40730,78
277412,74
277412,74
277412,74
26916,71
26916,70
26916,70
200965,66
523758,53
523758,53
407747,58
407747,58
407747,58
154229,68
36029,67
303343,65
303343,65
314399,60
192711,71
32421,66
32421,66
32421,66
32421,66
728125,50
728125,50
728125,50
704523,62
94690,68
94690,67
94690,67
190010,67
207952,59
19020,77
19020,77
19020,78
408104,65
408104,65
31092,67
31092,67
31092,66
31092,66
298665,68
298665,68
298665,68
298665,68
319055,71
130670,72
130670,72
130670,72
161414,76
43303,69
30996,73
30996,74
103218,75
161660,79
161660,79
161660,79
161660,79
161660,79
161660,79
161660,79
161660,79
41852,72
41852,72
400962,64
474102,64
474102,68
114688,71
114688,71
114688,71
114688,71
71602,77
71602,77
71602,77
42294,65
41890,84
41890,84
41890,84
41890,84
41890,84
25366,77
25366,77
25366,77
25366,77
25366,76
25366,76
25366,76
181433,66
41874,72
113968,78
113968,78
26263,71
26263,71
31498,72
31498,72
31498,72
185518,65
185518,65
185518,65
35989,74
35989,74
35989,73
35989,73
35989,73
35989,73
118298,65
118298,65
41174,74
182925,76
182925,77
182925,77
311009,70
277444,71
277444,71
30956,80
23311,72
23311,72
266105,66
266105,66
266105,66
266105,62
266105,62
208699,67
208699,67
208699,68
35524,62
35524,62
38865,70
38865,70
38865,71
703659,51
703659,51
417756,61
462085,68
462085,68
611682,55
237562,62
237562,62
169721,73
470003,51
470003,51
571546,63
571546,63
571546,59
419765,63
419765,63
77727,65
77727,65
77727,65
295069,65
295069,65
295069,64
28081,73
318535,63
318535,63
318535,63
318535,63
318535,63
424391,68
424391,67
424391,64
424391,60
424391,60
424391,60
363359,70
611714,54
473852,76
473852,75
38581,70
43338,70
43338,70
103428,76
103428,76
32907,73
40548,72
40548,72
33693,68
46377,62
169162,66
169162,66
169162,66
169162,66
25075,75
32562,74
150596,71
150596,72
150596,72
109191,62
419136,62
419136,62
419136,62
443967,56
443967,52
443967,52
408981,53
473822,57
473822,57
473822,57
473822,57
528508,71
361340,67
361340,68
243608,68
243608,68
359189,63
359189,62
439933,69
274456,64
46297,79
46297,78
46297,79
46297,79
500791,69
500791,69
500791,69
18590,64
18590,64
18590,64
18590,64
287226,66
287226,66
287226,66
287226,66
287226,66
114339,74
574845,63
574845,63
574845,61
574845,61
24791,75
24791,75
24791,75
115330,71
115330,72
282692,72
282692,72
282692,71
282692,71
42650,67
42650,67
26310,75
26310,76
26310,76
26310,76
12766,70
58294,71
183544,70
213704,78
213704,78
213704,78
213704,78
213704,78
213704,78
30906,73
30906,73
24970,76
24970,76
39229,70
50449,69
50449,69
179059,68
179059,68
179059,67
640725,61
640725,60
640725,57
640725,56
24658,76
24658,76
24658,76
291854,63
291854,63
291854,63
291854,63
30577,73
30577,73
40687,67
307015,66
526230,65
526230,65
38920,77
38920,77
38920,77
38920,77
38920,77
38920,77
38920,77
512747,70
512747,70
512747,69
512747,68
512747,68
522750,71
522750,70
522750,69
522750,69
522750,69
522750,69
611840,69
356400,57
356400,57
161012,79
161012,79
161012,79
161012,78
161012,78
161012,77
161012,78
161012,81
33967,65
77813,69
101969,76
101969,77
101969,76
196238,68
196238,67
56867,72
56867,72
173393,64
173393,63
173393,63
309892,54
309892,54
195335,76
208315,66
46726,75
46726,75
23030,74
23030,75
473859,64
473859,64
473859,64
172610,67
93347,70
93347,69
26345,72
26345,73
93348,70
40701,64
40701,64
196186,66
196186,66
196186,65
196186,65
46810,71
46392,66
46392,66
46392,66
151058,69
151058,70
151058,70
183497,69
56846,70
433311,74
433311,74
183348,73
183348,73
580704,70
174634,68
174634,68
174634,67
25984,77
25984,77
25984,80
25984,80
33988,84
436036,70
436036,70
436036,70
181379,72
181379,71
37342,64
94915,74
94915,74
35828,68
317277,54
317277,54
317277,54
188058,69
188498,78
188498,78
188498,78
40957,70
40957,70
40957,70
40957,70
282674,82
282674,82
531629,74
531629,74
42052,72
42052,72
42052,71
42052,70
42052,69
26399,74
177698,65
432389,60
432389,60
141145,79
141145,79
141145,78
141145,78
535957,64
23823,68
175806,60
175806,59
175806,59
177720,77
38759,70
38759,70
38759,70
38759,70
24138,71
24138,71
24138,72
172768,67
172768,68
172768,68
172768,69
172768,69
40523,72
40523,72
40523,72
40523,70
40523,70
42231,63
388793,63
277935,66
277935,66
111858,73
111858,74
75307,82
75307,82
114664,65
114664,64
114664,64
295060,60
295060,60
43158,67
43158,67
43158,67
43158,67
282295,62
282295,62
282295,64
282295,64
207118,71
207118,71
207118,71
97734,74
97734,75
32088,64
27371,62
27371,62
27371,62
28110,64
28110,64
74169,77
74169,77
74169,77
74169,77
74169,77
193176,70
193176,70
193176,70
195413,78
195413,78
195413,78
195413,78
195413,78
195413,78
34952,76
34952,75
34952,75
34952,75
42387,70
42387,70
41536,71
41540,74
41540,74
41540,74
41540,74
41540,75
30682,82
30682,82
30682,82
30682,82
30682,82
27672,70
37541,70
24793,76
24793,75
42692,76
42692,76
27675,67
358155,78
358155,78
358155,78
358155,78
585237,69
585237,69
585237,68
585237,68
